jd,mm,dd,hh,t2C,ustar,G-rh2m,PARsun,PARshd,G3-O3,Prec.
16,1,16,17,-5.72,0.23,0.797,0.0,0.0,33.64,0.023
16,1,16,18,-6.09,0.22,0.817,0.0,0.0,33.50,0.015
16,1,16,19,-6.47,0.20,0.829,0.0,0.0,33.15,0.015
16,1,16,20,-6.84,0.18,0.841,0.0,0.0,32.86,0.015
16,1,16,21,-7.21,0.16,0.853,0.0,0.0,32.50,0.017
16,1,16,22,-7.87,0.11,0.861,0.0,0.0,32.23,0.017
16,1,16,23,-8.52,0.10,0.870,0.0,0.0,32.20,0.017
17,1,17,0,-9.18,0.10,0.879,0.0,0.0,32.34,0.250
17,1,17,1,-8.30,0.10,0.899,0.0,0.0,32.91,0.250
17,1,17,2,-7.43,0.15,0.919,0.0,0.0,33.05,0.250
17,1,17,3,-6.55,0.24,0.940,0.0,0.0,31.64,0.224
17,1,17,4,-6.54,0.24,0.946,0.0,0.0,29.19,0.224
17,1,17,5,-6.53,0.25,0.952,0.0,0.0,26.54,0.224
17,1,17,6,-6.53,0.26,0.958,0.0,0.0,24.04,0.041
17,1,17,7,-6.49,0.23,0.936,0.0,0.0,22.52,0.041
17,1,17,8,-6.45,0.21,0.915,523.8,26.7,24.83,0.041
17,1,17,9,-6.41,0.25,0.894,855.5,48.8,28.22,0.003
17,1,17,10,-5.63,0.23,0.811,955.3,57.6,32.74,0.003
17,1,17,11,-4.85,0.22,0.728,992.5,61.3,35.04,0.003
17,1,17,12,-4.07,0.18,0.645,992.5,61.3,35.43,0.001
17,1,17,13,-4.31,0.13,0.647,955.8,57.7,35.59,0.001
17,1,17,14,-4.54,0.10,0.649,857.5,49.0,35.69,0.001
17,1,17,15,-4.77,0.10,0.651,268.8,13.8,34.44,0.000
17,1,17,16,-6.20,0.10,0.693,0.0,0.0,33.54,0.000
17,1,17,17,-7.64,0.12,0.736,0.0,0.0,33.79,0.000
17,1,17,18,-9.07,0.17,0.778,0.0,0.0,34.81,0.000
17,1,17,19,-9.75,0.20,0.799,0.0,0.0,37.30,0.000
17,1,17,20,-10.42,0.23,0.820,0.0,0.0,40.85,0.000
17,1,17,21,-11.09,0.26,0.841,0.0,0.0,43.65,0.325
17,1,17,22,-10.80,0.27,0.807,0.0,0.0,44.35,0.325
17,1,17,23,-10.50,0.29,0.772,0.0,0.0,43.61,0.325
18,1,18,0,-10.21,0.30,0.738,0.0,0.0,42.08,0.209
18,1,18,1,-9.73,0.22,0.791,0.0,0.0,40.36,0.209
18,1,18,2,-9.25,0.15,0.844,0.0,0.0,39.52,0.209
18,1,18,3,-8.78,0.12,0.897,0.0,0.0,39.56,0.232
18,1,18,4,-8.75,0.10,0.898,0.0,0.0,40.27,0.232
18,1,18,5,-8.73,0.10,0.900,0.0,0.0,41.52,0.232
18,1,18,6,-8.70,0.10,0.902,0.0,0.0,42.64,0.042
18,1,18,7,-7.73,0.10,0.869,0.0,0.0,42.89,0.042
18,1,18,8,-6.76,0.12,0.837,580.3,29.7,42.11,0.042
18,1,18,9,-5.78,0.14,0.804,224.6,12.8,40.68,0.001
18,1,18,10,-4.71,0.16,0.752,250.6,15.1,39.86,0.001
18,1,18,11,-3.63,0.19,0.701,260.4,16.1,39.66,0.001
18,1,18,12,-2.56,0.21,0.649,489.4,30.3,39.49,0.001
18,1,18,13,-2.71,0.18,0.655,471.5,28.5,39.23,0.001
18,1,18,14,-2.86,0.16,0.661,423.6,24.2,38.69,0.001
18,1,18,15,-3.02,0.14,0.667,187.6,9.6,37.54,0.005
18,1,18,16,-3.71,0.13,0.678,0.0,0.0,36.52,0.005
18,1,18,17,-4.41,0.13,0.688,0.0,0.0,36.04,0.005
18,1,18,18,-5.10,0.14,0.699,0.0,0.0,35.27,0.230
18,1,18,19,-5.22,0.14,0.752,0.0,0.0,34.89,0.230
18,1,18,20,-5.34,0.15,0.805,0.0,0.0,35.72,0.230
18,1,18,21,-5.46,0.15,0.858,0.0,0.0,37.39,0.058
18,1,18,22,-5.47,0.15,0.866,0.0,0.0,38.92,0.058
18,1,18,23,-5.47,0.16,0.874,0.0,0.0,39.63,0.058
19,1,19,0,-5.47,0.16,0.882,0.0,0.0,39.54,0.015
19,1,19,1,-4.65,0.14,0.881,0.0,0.0,38.87,0.015
19,1,19,2,-3.83,0.14,0.879,0.0,0.0,37.93,0.015
19,1,19,3,-3.01,0.15,0.878,0.0,0.0,36.78,0.003
19,1,19,4,-3.12,0.13,0.877,0.0,0.0,36.03,0.003
19,1,19,5,-3.23,0.12,0.875,0.0,0.0,35.78,0.003
19,1,19,6,-3.35,0.11,0.874,0.0,0.0,35.87,0.000
19,1,19,7,-3.22,0.11,0.835,0.0,0.0,35.83,0.000
19,1,19,8,-3.09,0.12,0.796,539.2,27.7,35.41,0.000
19,1,19,9,-2.95,0.12,0.756,844.2,48.3,34.81,0.001
19,1,19,10,-1.47,0.12,0.671,941.4,57.0,34.90,0.001
19,1,19,11,0.02,0.12,0.587,978.0,60.6,35.11,0.001
19,1,19,12,1.50,0.12,0.502,731.8,45.4,34.91,0.002
19,1,19,13,0.87,0.11,0.522,705.5,42.8,34.62,0.002
19,1,19,14,0.24,0.11,0.543,635.3,36.5,34.25,0.002
19,1,19,15,-0.39,0.10,0.563,531.0,27.4,33.25,0.000
19,1,19,16,-1.31,0.10,0.561,0.0,0.0,32.76,0.000
19,1,19,17,-2.24,0.10,0.558,0.0,0.0,33.03,0.000
19,1,19,18,-3.17,0.10,0.556,0.0,0.0,33.47,0.000
19,1,19,19,-3.46,0.10,0.549,0.0,0.0,33.64,0.000
19,1,19,20,-3.75,0.10,0.543,0.0,0.0,33.67,0.000
19,1,19,21,-4.04,0.10,0.536,0.0,0.0,33.59,0.000
19,1,19,22,-4.01,0.10,0.523,0.0,0.0,33.31,0.000
19,1,19,23,-3.97,0.10,0.510,0.0,0.0,32.90,0.000
20,1,20,0,-3.94,0.10,0.497,0.0,0.0,32.31,0.000
20,1,20,1,-4.95,0.10,0.548,0.0,0.0,32.34,0.000
20,1,20,2,-5.95,0.10,0.600,0.0,0.0,32.86,0.000
20,1,20,3,-6.96,0.13,0.651,0.0,0.0,33.99,0.000
20,1,20,4,-6.82,0.13,0.629,0.0,0.0,35.30,0.000
20,1,20,5,-6.69,0.13,0.607,0.0,0.0,36.60,0.000
20,1,20,6,-6.55,0.14,0.586,0.0,0.0,37.84,0.000
20,1,20,7,-5.76,0.15,0.554,0.0,0.0,38.79,0.000
20,1,20,8,-4.97,0.17,0.522,596.6,30.7,39.51,0.000
20,1,20,9,-4.18,0.18,0.490,858.1,49.2,40.21,0.000
20,1,20,10,-2.22,0.18,0.458,955.4,57.9,40.06,0.000
20,1,20,11,-0.27,0.17,0.425,992.3,61.6,39.46,0.000
20,1,20,12,1.69,0.16,0.392,952.0,59.1,38.77,0.000
20,1,20,13,1.52,0.16,0.387,918.6,55.8,38.31,0.000
20,1,20,14,1.36,0.15,0.383,829.3,47.7,38.04,0.000
20,1,20,15,1.20,0.15,0.378,616.9,32.0,37.77,0.000
20,1,20,16,0.21,0.13,0.391,0.0,0.0,37.40,0.000
20,1,20,17,-0.77,0.12,0.405,0.0,0.0,36.55,0.000
20,1,20,18,-1.75,0.11,0.418,0.0,0.0,35.54,0.000
20,1,20,19,-2.23,0.11,0.425,0.0,0.0,34.48,0.000
20,1,20,20,-2.72,0.11,0.432,0.0,0.0,33.66,0.000
20,1,20,21,-3.20,0.11,0.439,0.0,0.0,33.32,0.000
20,1,20,22,-3.48,0.12,0.437,0.0,0.0,33.58,0.000
20,1,20,23,-3.76,0.13,0.435,0.0,0.0,34.39,0.000
21,1,21,0,-4.04,0.14,0.433,0.0,0.0,35.60,0.000
21,1,21,1,-3.77,0.15,0.404,0.0,0.0,36.69,0.000
21,1,21,2,-3.49,0.16,0.376,0.0,0.0,37.48,0.000
21,1,21,3,-3.21,0.17,0.347,0.0,0.0,37.93,0.000
21,1,21,4,-3.22,0.15,0.343,0.0,0.0,38.07,0.000
21,1,21,5,-3.23,0.14,0.339,0.0,0.0,37.92,0.000
21,1,21,6,-3.24,0.13,0.334,0.0,0.0,37.45,0.000
21,1,21,7,-3.44,0.13,0.351,0.0,0.0,36.97,0.000
21,1,21,8,-3.63,0.13,0.367,579.4,29.9,36.70,0.000
21,1,21,9,-3.83,0.13,0.383,866.3,49.8,36.80,0.000
21,1,21,10,-2.22,0.11,0.386,962.4,58.5,36.96,0.000
21,1,21,11,-0.61,0.10,0.389,999.0,62.1,37.01,0.000
21,1,21,12,0.99,0.10,0.391,1000.0,62.2,36.99,0.000
21,1,21,13,1.00,0.10,0.378,966.1,58.8,36.77,0.000
21,1,21,14,1.01,0.11,0.364,875.2,50.5,36.56,0.000
21,1,21,15,1.02,0.12,0.351,520.2,27.1,36.19,0.000
21,1,21,16,0.02,0.14,0.364,0.0,0.0,36.06,0.000
21,1,21,17,-0.97,0.15,0.377,0.0,0.0,36.16,0.000
21,1,21,18,-1.97,0.17,0.390,0.0,0.0,36.84,0.000
21,1,21,19,-2.00,0.17,0.385,0.0,0.0,37.05,0.000
21,1,21,20,-2.02,0.17,0.381,0.0,0.0,36.68,0.000
21,1,21,21,-2.04,0.17,0.376,0.0,0.0,35.57,0.000
21,1,21,22,-2.03,0.18,0.377,0.0,0.0,33.57,0.000
21,1,21,23,-2.02,0.19,0.377,0.0,0.0,30.78,0.000
22,1,22,0,-2.00,0.21,0.377,0.0,0.0,27.93,0.115
22,1,22,1,-2.98,0.20,0.478,0.0,0.0,26.22,0.115
22,1,22,2,-3.96,0.19,0.578,0.0,0.0,26.01,0.115
22,1,22,3,-4.94,0.19,0.678,0.0,0.0,27.07,1.100
22,1,22,4,-5.05,0.18,0.750,0.0,0.0,32.20,1.100
22,1,22,5,-5.15,0.19,0.823,0.0,0.0,33.42,1.100
22,1,22,6,-5.26,0.21,0.895,0.0,0.0,32.22,1.110
22,1,22,7,-6.10,0.28,0.908,0.0,0.0,32.16,1.110
22,1,22,8,-6.93,0.35,0.921,402.7,20.8,30.97,1.110
22,1,22,9,-7.77,0.43,0.933,444.4,25.6,30.16,0.882
22,1,22,10,-7.17,0.45,0.897,492.1,29.9,32.06,0.882
22,1,22,11,-6.56,0.47,0.861,510.3,31.8,33.25,0.882
22,1,22,12,-5.96,0.50,0.824,796.1,49.6,33.06,1.289
22,1,22,13,-6.68,0.56,0.815,769.6,46.9,31.95,1.289
22,1,22,14,-7.40,0.65,0.806,699.1,40.5,30.43,1.289
22,1,22,15,-8.12,0.75,0.797,479.2,25.0,29.89,0.114
22,1,22,16,-9.22,0.67,0.831,0.0,0.0,30.66,0.114
22,1,22,17,-10.31,0.60,0.864,0.0,0.0,31.41,0.114
22,1,22,18,-11.41,0.53,0.898,0.0,0.0,31.49,0.090
22,1,22,19,-11.51,0.53,0.870,0.0,0.0,31.84,0.090
22,1,22,20,-11.61,0.53,0.841,0.0,0.0,32.57,0.090
22,1,22,21,-11.71,0.53,0.813,0.0,0.0,33.12,0.031
22,1,22,22,-12.04,0.46,0.832,0.0,0.0,34.01,0.031
22,1,22,23,-12.36,0.39,0.851,0.0,0.0,35.38,0.031
23,1,23,0,-12.69,0.33,0.869,0.0,0.0,36.05,0.003
23,1,23,1,-12.79,0.29,0.819,0.0,0.0,36.85,0.003
23,1,23,2,-12.88,0.25,0.769,0.0,0.0,37.78,0.003
23,1,23,3,-12.98,0.21,0.719,0.0,0.0,37.32,0.000
23,1,23,4,-13.26,0.18,0.658,0.0,0.0,36.57,0.000
23,1,23,5,-13.55,0.15,0.596,0.0,0.0,37.05,0.000
23,1,23,6,-13.83,0.12,0.534,0.0,0.0,37.81,0.000
23,1,23,7,-12.58,0.12,0.505,0.0,0.0,38.71,0.000
23,1,23,8,-11.33,0.11,0.477,624.1,32.4,39.54,0.000
23,1,23,9,-10.07,0.11,0.448,873.7,50.5,39.95,0.000
23,1,23,10,-8.25,0.12,0.363,967.1,59.0,42.38,0.000
23,1,23,11,-6.42,0.14,0.279,1002.8,62.6,43.16,0.000
23,1,23,12,-4.60,0.16,0.194,1003.9,62.7,43.10,0.000
23,1,23,13,-4.50,0.14,0.230,971.0,59.4,42.76,0.000
23,1,23,14,-4.39,0.12,0.267,883.4,51.3,42.44,0.000
23,1,23,15,-4.29,0.10,0.303,653.5,34.3,41.77,0.000
23,1,23,16,-4.90,0.10,0.318,0.2,0.0,41.31,0.000
23,1,23,17,-5.52,0.10,0.332,0.0,0.0,41.06,0.000
23,1,23,18,-6.14,0.10,0.347,0.0,0.0,40.30,0.000
23,1,23,19,-6.75,0.10,0.383,0.0,0.0,39.70,0.000
23,1,23,20,-7.37,0.10,0.418,0.0,0.0,39.74,0.000
23,1,23,21,-7.99,0.10,0.454,0.0,0.0,40.00,0.000
23,1,23,22,-8.45,0.10,0.499,0.0,0.0,40.45,0.000
23,1,23,23,-8.91,0.10,0.545,0.0,0.0,40.80,0.000
24,1,24,0,-9.37,0.10,0.590,0.0,0.0,40.93,0.000
24,1,24,1,-9.43,0.10,0.620,0.0,0.0,40.90,0.000
24,1,24,2,-9.49,0.10,0.650,0.0,0.0,40.63,0.000
24,1,24,3,-9.56,0.10,0.680,0.0,0.0,40.16,0.000
24,1,24,4,-9.60,0.10,0.713,0.0,0.0,39.80,0.000
24,1,24,5,-9.65,0.10,0.746,0.0,0.0,39.74,0.000
24,1,24,6,-9.69,0.10,0.779,0.0,0.0,40.19,0.000
24,1,24,7,-9.08,0.10,0.779,0.0,0.0,41.02,0.000
24,1,24,8,-8.47,0.12,0.780,596.9,31.1,42.33,0.000
24,1,24,9,-7.86,0.15,0.781,872.4,50.5,44.21,0.000
24,1,24,10,-5.20,0.17,0.686,964.5,58.9,46.95,0.000
24,1,24,11,-2.54,0.20,0.592,999.9,62.5,48.89,0.000
24,1,24,12,0.12,0.21,0.497,1005.5,62.9,49.00,0.000
24,1,24,13,-0.50,0.20,0.515,973.3,59.7,48.77,0.000
24,1,24,14,-1.11,0.20,0.533,887.5,51.7,47.95,0.000
24,1,24,15,-1.73,0.20,0.551,663.8,35.0,46.66,0.000
24,1,24,16,-2.55,0.17,0.580,1.7,0.1,45.57,0.000
24,1,24,17,-3.37,0.15,0.609,0.0,0.0,44.81,0.000
24,1,24,18,-4.19,0.11,0.638,0.0,0.0,44.07,0.000
24,1,24,19,-4.42,0.10,0.640,0.0,0.0,43.62,0.000
24,1,24,20,-4.64,0.10,0.642,0.0,0.0,42.99,0.000
24,1,24,21,-4.86,0.10,0.644,0.0,0.0,42.14,0.000
24,1,24,22,-4.81,0.10,0.658,0.0,0.0,40.01,0.000
24,1,24,23,-4.76,0.14,0.673,0.0,0.0,36.98,0.000
25,1,25,0,-4.70,0.18,0.688,0.0,0.0,33.14,0.008
25,1,25,1,-5.06,0.19,0.737,0.0,0.0,29.15,0.008
25,1,25,2,-5.42,0.19,0.785,0.0,0.0,26.12,0.008
25,1,25,3,-5.78,0.19,0.834,0.0,0.0,24.18,0.035
25,1,25,4,-6.30,0.16,0.858,0.0,0.0,23.01,0.035
25,1,25,5,-6.82,0.13,0.883,0.0,0.0,22.76,0.035
25,1,25,6,-7.34,0.11,0.907,0.0,0.0,23.11,0.003
25,1,25,7,-7.17,0.11,0.886,0.0,0.0,24.29,0.003
25,1,25,8,-7.00,0.11,0.865,631.9,33.0,26.78,0.003
25,1,25,9,-6.84,0.12,0.844,878.3,51.0,29.19,0.002
25,1,25,10,-5.29,0.12,0.775,969.6,59.4,34.23,0.002
25,1,25,11,-3.75,0.11,0.706,1004.8,63.0,35.93,0.002
25,1,25,12,-2.21,0.12,0.637,1006.1,63.1,36.36,0.000
25,1,25,13,-2.43,0.11,0.629,974.4,59.9,36.79,0.000
25,1,25,14,-2.65,0.10,0.621,890.1,52.0,36.95,0.000
25,1,25,15,-2.88,0.10,0.612,671.8,35.6,35.56,0.000
25,1,25,16,-4.39,0.10,0.636,6.0,0.3,35.23,0.000
25,1,25,17,-5.90,0.10,0.661,0.0,0.0,35.86,0.000
25,1,25,18,-7.41,0.10,0.685,0.0,0.0,36.97,0.000
25,1,25,19,-8.42,0.10,0.666,0.0,0.0,39.54,0.000
25,1,25,20,-9.42,0.10,0.647,0.0,0.0,43.77,0.000
25,1,25,21,-10.43,0.10,0.628,0.0,0.0,48.38,0.000
25,1,25,22,-10.12,0.10,0.572,0.0,0.0,50.39,0.000
25,1,25,23,-9.81,0.10,0.516,0.0,0.0,48.68,0.000
26,1,26,0,-9.49,0.10,0.460,0.0,0.0,44.28,0.000
26,1,26,1,-9.36,0.10,0.469,0.0,0.0,39.21,0.000
26,1,26,2,-9.23,0.10,0.479,0.0,0.0,35.94,0.000
26,1,26,3,-9.10,0.10,0.488,0.0,0.0,35.37,0.000
26,1,26,4,-9.13,0.10,0.483,0.0,0.0,36.95,0.000
26,1,26,5,-9.17,0.10,0.479,0.0,0.0,39.44,0.000
26,1,26,6,-9.20,0.10,0.475,0.0,0.0,41.78,0.000
26,1,26,7,-8.55,0.10,0.466,0.0,0.0,43.48,0.000
26,1,26,8,-7.90,0.10,0.457,645.3,33.9,44.45,0.000
26,1,26,9,-7.25,0.10,0.448,872.9,50.8,45.11,0.000
26,1,26,10,-5.03,0.10,0.404,962.1,59.1,45.66,0.000
26,1,26,11,-2.81,0.10,0.361,996.6,62.6,45.63,0.000
26,1,26,12,-0.59,0.10,0.318,1008.1,63.4,44.63,0.000
26,1,26,13,-0.98,0.10,0.334,977.1,60.2,44.53,0.000
26,1,26,14,-1.37,0.10,0.351,894.6,52.4,44.42,0.000
26,1,26,15,-1.76,0.10,0.367,260.0,13.8,43.88,0.000
26,1,26,16,-2.73,0.10,0.372,5.5,0.2,43.53,0.000
26,1,26,17,-3.69,0.10,0.376,0.0,0.0,42.98,0.000
26,1,26,18,-4.66,0.10,0.381,0.0,0.0,42.01,0.000
26,1,26,19,-4.99,0.10,0.380,0.0,0.0,40.88,0.000
26,1,26,20,-5.31,0.10,0.379,0.0,0.0,40.77,0.000
26,1,26,21,-5.64,0.10,0.379,0.0,0.0,42.10,0.000
26,1,26,22,-5.08,0.10,0.349,0.0,0.0,44.17,0.000
26,1,26,23,-4.53,0.11,0.319,0.0,0.0,45.18,0.000
27,1,27,0,-3.97,0.13,0.290,0.0,0.0,44.46,0.000
27,1,27,1,-3.81,0.15,0.285,0.0,0.0,43.14,0.000
27,1,27,2,-3.65,0.16,0.281,0.0,0.0,42.29,0.000
27,1,27,3,-3.49,0.18,0.276,0.0,0.0,41.87,0.000
27,1,27,4,-3.21,0.22,0.262,0.0,0.0,45.92,0.000
27,1,27,5,-2.92,0.27,0.248,0.0,0.0,47.11,0.000
27,1,27,6,-2.64,0.32,0.234,0.0,0.0,47.09,0.000
27,1,27,7,-3.12,0.34,0.247,0.1,0.0,47.45,0.000
27,1,27,8,-3.60,0.37,0.261,656.0,34.5,48.12,0.000
27,1,27,9,-4.08,0.39,0.274,885.7,51.7,48.65,0.000
27,1,27,10,-3.39,0.41,0.294,974.1,59.9,49.66,0.000
27,1,27,11,-2.71,0.43,0.314,1008.5,63.5,50.41,0.000
27,1,27,12,-2.02,0.46,0.334,990.2,62.4,50.92,0.000
27,1,27,13,-2.53,0.46,0.360,960.5,59.3,51.10,0.000
27,1,27,14,-3.04,0.47,0.386,881.7,51.8,51.11,0.000
27,1,27,15,-3.56,0.48,0.413,520.7,27.8,51.19,0.000
27,1,27,16,-3.97,0.45,0.380,20.7,0.9,51.18,0.000
27,1,27,17,-4.39,0.42,0.347,0.0,0.0,50.97,0.000
27,1,27,18,-4.80,0.39,0.314,0.0,0.0,50.11,0.010
27,1,27,19,-4.93,0.36,0.359,0.0,0.0,49.01,0.010
27,1,27,20,-5.06,0.33,0.405,0.0,0.0,48.10,0.010
27,1,27,21,-5.19,0.29,0.450,0.0,0.0,47.14,0.022
27,1,27,22,-5.10,0.26,0.488,0.0,0.0,46.40,0.022
27,1,27,23,-5.01,0.22,0.527,0.0,0.0,46.04,0.022
28,1,28,0,-4.92,0.18,0.565,0.0,0.0,45.31,0.001
28,1,28,1,-4.84,0.17,0.539,0.0,0.0,44.87,0.001
28,1,28,2,-4.77,0.17,0.513,0.0,0.0,45.01,0.001
28,1,28,3,-4.69,0.17,0.486,0.0,0.0,45.28,0.000
28,1,28,4,-4.63,0.15,0.534,0.0,0.0,45.29,0.000
28,1,28,5,-4.57,0.13,0.581,0.0,0.0,45.06,0.000
28,1,28,6,-4.51,0.11,0.629,0.0,0.0,44.59,0.000
28,1,28,7,-4.84,0.10,0.666,0.5,0.0,44.20,0.000
28,1,28,8,-5.17,0.10,0.704,417.9,22.1,43.98,0.000
28,1,28,9,-5.50,0.10,0.742,876.4,51.3,43.98,0.000
28,1,28,10,-3.35,0.10,0.654,962.2,59.3,43.92,0.000
28,1,28,11,-1.19,0.10,0.566,995.7,62.8,43.24,0.000
28,1,28,12,0.96,0.10,0.478,1013.6,64.0,42.69,0.000
28,1,28,13,1.03,0.10,0.487,983.9,60.9,42.39,0.000
28,1,28,14,1.10,0.10,0.497,905.1,53.4,41.84,0.000
28,1,28,15,1.16,0.10,0.506,704.8,37.8,40.20,0.000
28,1,28,16,-0.26,0.10,0.517,44.6,2.0,39.49,0.000
28,1,28,17,-1.69,0.10,0.528,0.0,0.0,39.46,0.000
28,1,28,18,-3.11,0.10,0.539,0.0,0.0,39.50,0.000
28,1,28,19,-3.97,0.10,0.552,0.0,0.0,40.65,0.000
28,1,28,20,-4.84,0.10,0.564,0.0,0.0,41.80,0.000
28,1,28,21,-5.70,0.10,0.577,0.0,0.0,41.73,0.002
28,1,28,22,-5.78,0.10,0.566,0.0,0.0,42.61,0.002
28,1,28,23,-5.86,0.10,0.556,0.0,0.0,43.30,0.002
29,1,29,0,-5.94,0.10,0.546,0.0,0.0,45.77,0.000
29,1,29,1,-5.09,0.10,0.534,0.0,0.0,45.95,0.000
29,1,29,2,-4.23,0.10,0.521,0.0,0.0,45.87,0.000
29,1,29,3,-3.37,0.10,0.509,0.0,0.0,45.37,0.000
29,1,29,4,-3.31,0.10,0.505,0.0,0.0,44.46,0.000
29,1,29,5,-3.24,0.10,0.501,0.0,0.0,43.00,0.000
29,1,29,6,-3.18,0.10,0.497,0.0,0.0,41.12,0.000
29,1,29,7,-3.09,0.10,0.510,3.0,0.1,39.21,0.000
29,1,29,8,-3.01,0.10,0.523,654.9,34.7,37.73,0.000
29,1,29,9,-2.92,0.10,0.536,845.2,49.6,37.41,0.000
29,1,29,10,-1.07,0.10,0.504,925.8,57.2,37.44,0.000
29,1,29,11,0.78,0.10,0.471,957.3,60.5,38.36,0.000
29,1,29,12,2.62,0.10,0.439,1016.4,64.3,38.43,0.000
29,1,29,13,2.27,0.10,0.438,987.4,61.3,38.72,0.000
29,1,29,14,1.92,0.10,0.437,910.6,53.9,38.96,0.000
29,1,29,15,1.57,0.10,0.436,717.0,38.6,36.95,0.000
29,1,29,16,0.05,0.10,0.467,66.1,3.0,37.93,0.000
29,1,29,17,-1.47,0.10,0.498,0.0,0.0,39.53,0.000
29,1,29,18,-2.99,0.10,0.530,0.0,0.0,43.58,0.000
29,1,29,19,-3.87,0.12,0.561,0.0,0.0,46.16,0.000
29,1,29,20,-4.75,0.14,0.592,0.0,0.0,48.50,0.000
29,1,29,21,-5.63,0.17,0.622,0.0,0.0,50.47,0.000
29,1,29,22,-5.93,0.16,0.640,0.0,0.0,51.79,0.000
29,1,29,23,-6.24,0.16,0.657,0.0,0.0,52.83,0.000
30,1,30,0,-6.55,0.16,0.674,0.0,0.0,53.77,0.000
30,1,30,1,-6.83,0.17,0.685,0.0,0.0,54.47,0.000
30,1,30,2,-7.12,0.18,0.696,0.0,0.0,55.04,0.000
30,1,30,3,-7.41,0.18,0.706,0.0,0.0,55.18,0.000
30,1,30,4,-7.37,0.15,0.706,0.0,0.0,54.70,0.000
30,1,30,5,-7.33,0.12,0.705,0.0,0.0,53.57,0.000
30,1,30,6,-7.29,0.10,0.705,0.0,0.0,51.27,0.004
30,1,30,7,-6.38,0.10,0.667,7.7,0.3,49.78,0.004
30,1,30,8,-5.47,0.10,0.629,658.8,35.1,48.36,0.004
30,1,30,9,-4.55,0.10,0.592,336.8,19.8,48.96,0.025
30,1,30,10,-3.97,0.10,0.641,368.0,22.8,48.34,0.025
30,1,30,11,-3.38,0.10,0.690,380.2,24.1,46.65,0.025
30,1,30,12,-2.80,0.10,0.739,436.2,27.6,44.16,0.238
30,1,30,13,-3.37,0.10,0.791,424.2,26.4,42.20,0.238
30,1,30,14,-3.94,0.11,0.844,392.2,23.3,39.91,0.238
30,1,30,15,-4.51,0.11,0.896,244.7,13.2,36.89,0.197
30,1,30,16,-4.83,0.10,0.920,30.6,1.4,33.46,0.197
30,1,30,17,-5.15,0.10,0.945,0.0,0.0,30.60,0.197
30,1,30,18,-5.47,0.10,0.969,0.0,0.0,28.24,0.033
30,1,30,19,-5.77,0.10,0.968,0.0,0.0,25.64,0.033
30,1,30,20,-6.06,0.14,0.966,0.0,0.0,22.70,0.033
30,1,30,21,-6.36,0.18,0.964,0.0,0.0,19.47,0.189
30,1,30,22,-6.81,0.19,0.946,0.0,0.0,16.73,0.189
30,1,30,23,-7.26,0.20,0.927,0.0,0.0,14.81,0.189
31,1,31,0,-7.70,0.21,0.908,0.0,0.0,13.51,0.062
31,1,31,1,-7.71,0.18,0.918,0.0,0.0,12.70,0.062
31,1,31,2,-7.72,0.15,0.928,0.0,0.0,12.44,0.062
31,1,31,3,-7.72,0.12,0.937,0.0,0.0,12.55,0.016
31,1,31,4,-7.89,0.10,0.934,0.0,0.0,13.21,0.016
31,1,31,5,-8.06,0.10,0.930,0.0,0.0,14.44,0.016
31,1,31,6,-8.23,0.10,0.927,0.0,0.0,15.52,0.005
31,1,31,7,-8.01,0.10,0.899,16.2,0.7,18.40,0.005
31,1,31,8,-7.79,0.10,0.871,698.4,37.3,22.79,0.005
31,1,31,9,-7.58,0.10,0.843,908.6,53.6,26.16,0.000
31,1,31,10,-6.51,0.12,0.764,990.8,61.5,33.44,0.000
31,1,31,11,-5.45,0.18,0.684,1023.1,64.9,38.72,0.000
31,1,31,12,-4.38,0.20,0.604,1025.0,65.1,41.80,0.000
31,1,31,13,-4.13,0.22,0.576,997.4,62.2,43.76,0.000
31,1,31,14,-3.88,0.25,0.547,924.3,55.0,44.55,0.000
31,1,31,15,-3.63,0.26,0.518,741.2,40.3,44.11,0.000
31,1,31,16,-4.39,0.27,0.552,117.9,5.4,43.45,0.000
31,1,31,17,-5.15,0.28,0.587,0.0,0.0,42.38,0.000
31,1,31,18,-5.91,0.29,0.622,0.0,0.0,40.82,0.001
31,1,31,19,-6.84,0.31,0.672,0.0,0.0,38.75,0.001
31,1,31,20,-7.77,0.32,0.722,0.0,0.0,36.41,0.001
31,1,31,21,-8.70,0.34,0.773,0.0,0.0,34.05,0.005
31,1,31,22,-9.02,0.34,0.792,0.0,0.0,31.98,0.005
31,1,31,23,-9.33,0.33,0.811,0.0,0.0,30.56,0.005
32,2,1,0,-9.64,0.34,0.831,0.0,0.0,29.84,0.004
32,2,1,1,-9.71,0.35,0.837,0.0,0.0,30.07,0.004
32,2,1,2,-9.78,0.36,0.844,0.0,0.0,31.03,0.004
32,2,1,3,-9.85,0.37,0.850,0.0,0.0,32.51,0.003
32,2,1,4,-9.68,0.37,0.848,0.0,0.0,34.34,0.003
32,2,1,5,-9.50,0.37,0.846,0.0,0.0,36.01,0.003
32,2,1,6,-9.32,0.37,0.844,0.0,0.0,37.07,0.008
32,2,1,7,-8.30,0.36,0.822,9.7,0.4,37.44,0.008
32,2,1,8,-7.27,0.35,0.800,239.6,12.9,37.72,0.008
32,2,1,9,-6.25,0.34,0.778,317.6,18.8,38.33,0.003
